title;image_link;first_name;last_name;infix;publication_year;audiobook;pages;blurb;summary;themes;reading_level;recommendation_text;review_text;review_link;secondary_literature_text;secondary_literature_link
Quissama;https://media.s-bol.com/JzJg5RDRXQOg/08L2AkV/124x210.jpg;F.;Springer;;1985;;137;Een oudere man raakt gefascineerd door de levensstijl van een levensgenieter in Afrika.;"Quissama gaat over de zakenman Charles Enders die voor zijn bedrijf naar het net onafhankelijk geworden Angola moet. Eigenlijk is hij het reizen beu, zijn vrouw dringt erop aan dat hij eens wat langer thuisblijft. Hij gaat toch en komt meteen na aankomst in de problemen, maar wordt geholpen door een opvallende figuur, ene King Velderman. Die wekt de indruk met niets en niemand moeite te hebben, vertelt prachtige verhalen over zijn roemrijke verleden. Enders vergeet steeds meer waarvoor hij eigenlijk naar Angola is gekomen. En dan gaan ze samen op safari!.
";"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""rebellie"",""ziekte-en-dood""";3;;;;;
Bougainville;https://media.s-bol.com/B6gqP9DMNBlX/130x210.jpg;F.;Springer;;1981;;149;De diplomaat Bo, als 'tijdelijk zaakgelastigde' vertegenwoordiger van de staat der Nederlanden in het piepjonge Bangladesh van 1973, ontmoet vlak nadat hij in deze functie is benoemd zijn oude jeugdvriend Tommie Vaulant in de hoofdstad Dacca.;"De diplomaat Bo, als 'tijdelijk zaakgelastigde' vertegenwoordiger van de staat der Nederlanden in het piepjonge Bangladesh van 1973, ontmoet vlak nadat hij in deze functie is benoemd zijn oude jeugdvriend Tommie Vaulant in de hoofdstad Dacca.

Tommie is een big shot bij de Verenigde Naties; hij is persoonlijk assistent van de secretaris-generaal van de Verenigde Naties, in wie de lezer Kurt Waldheim kan herkennen. De volgende ochtend verdrinkt Tommie; 's middags spoelt hij aan op het prachtige strand van Cox' Bazaar. Tijdens Bo's werkzaamheden als diplomaat ontvangt hij van Tommies weduwe uit Amerika een pak papieren, hem nagelaten door Tommie. Het blijken de dagboeken van Tommies opa te zijn, aangevuld met dagboekfragmenten van Tommie zelf. Zo komt Bo er achter wat zich heeft afgespeeld tussen Tommie en diens jeugdvriendin Madeleen, vlak voordat hij naar Bangladesh moest afreizen. Als Bo later in Nederland Madeleen ontmoet op een schoolreünie, is hij de enige die van beide kanten het dramatische verhaal erover heeft gehoord. Hij vertelt Madeleen niet wat hij (en met hem de lezer) allemaal weet.";;4;;;https://www.tzum.info/2014/05/recensie-f-springer-quissama/;Besproken in Literair Lexicon / Prisma Uitr deel 1 / Literatuurboek;
Wij zeggen hier niet halfbroer;https://media.s-bol.com/j821qLALAMWP/XoXLmj8/131x210.jpg;Henk;Straten;van;2017;;239;Een onzekere jongen groeit op in de schaduw van drie oudere halfbroers en probeert krampachtig zijn eenzaamheid te verdrijven;De ik, schrijver Henk van Straten beschrijft openhartig, geestig en met soms schokkende details hoe hij, een onzeker jongetje te midden van drie oudere halfbroers, zo ongeveer alle middelen aangrijpt om het gevoel te krijgen dat hij geaccepteerd wordt door zijn omgeving - en hoe dat vrijwel steeds mislukt. Een autobiografische roman met nogal wat seks, drugs (en drank), en (allerlei soorten muziek behalve) rock & roll.;"""de-adolescent"",""eenzaamheid"",""kunst-en-kunstenaar"",""op-zoek-naar-je-wortels"",""ouders-en-kinderen"",""rebellie"",""school"",""familie"",""berust-op-werkelijkheid""";3;;;https://www.groene.nl/artikel/ik-2017-03-22;;
Post Mortem;https://media.s-bol.com/mkyKkGMRl3on/zEEmwO/136x210.jpg;Peter;Terrin;;2012;;288;Wegens nogal moeilijke tijden in de familie'. De nog onbekende schrijver Emiel Steegman staat onder de douche als hem plots het ultieme excuus te binnen schiet om op het laatste moment te ontsnappen aan een opgelegd diner met een delegatie Estse collega's.;Wegens nogal moeilijke tijden in de familie'. De nog onbekende schrijver Emiel Steegman staat onder de douche als hem plots het ultieme excuus te binnen schiet om op het laatste moment te ontsnappen aan een opgelegd diner met een delegatie Estse collega's. Het is een banaal zinnetje, vaag en tegelijk dringend. De vraag hoe deze fictieve 'moeilijke tijden ingekleurd zullen worden door een ambitieuze biograaf die ergens in de toekomst zijn mailverkeer uitpluist, laat hem niet meer los, en bezorgt hem een briljant idee voor een nieuwe roman. Manmoedig besluit Steegman dat de tijd gekomen is om voor het eerst zijn persoonlijk leven in de literaire strijd te werpen.Tot Renée, zijn dochtertje van bijna vier, wordt getroffen door het noodlot Een even intense als ingenieuze roman over de begeestering van een schrijver, de liefde van een vader en de angst van een man om na zijn dood zijn leven te verliezen.;;3;;;https://www.volkskrant.nl/cultuur-media/post-mortem~b7bebe7d/;;
Patricia;https://media.s-bol.com/3pA18xKPxWrA/KJwBzl/130x210.jpg;Peter;Terrin;;2018;;207;In overspannen toestand rijdt een vrouw van huis weg, haar jonge kind alleen thuis achterlatend. Als ze weer bij zinnen komt, draait ze in paniek weer om, maar haar man is intussen thuisgekomen. De twijfel slaat toe bij haar: hoe zal die gaan reageren?;Astrid, een succesvolle eventmanager en moeder, laat haar telefoon in het bad vallen waarin haar zoontje zit te spelen. In 'n klap is ze al haar contacten met de wereld om zich heen kwijt. Ze stapt ogenschijnlijk doodkalm in haar auto en ontvlucht het huis, raakt vervolgens in paniek om haar zoontje, durft dan haar man niet meer onder ogen te komen en verstrikt zich steeds verder in angstfantasieën en twijfels, maar voelt zich van de andere kant ook bevrijd van een grote last. Hoe pak je dan de draad weer op van je leven?;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""ouders-en-kinderen"",""psychische-gestoordheid""";4;;;;;
Monte Carlo;https://media.s-bol.com/BzwV671GP4n/130x210.jpg;Peter;Terrin;;2014;;174;Monaco, mei 1968. Net voor de start van de grand prix formule 1 is het publiek getuige van een vreselijk ongeluk.;"Monaco, mei 1968. Net voor de start van de grand prix formule 1 is het publiek getuige van een vreselijk ongeluk. De bescheiden Jack Preston, monteur bij Team Lotus, redt het leven en vooral het gezicht van Deedee, jonge filmster en belichaming van de nieuwe zeden. Weer thuis bij zijn vrouw, in een afgelegen Engels dorp waar de jaren vijftig maar moeilijk wijken, wacht Jack met verlangen en angst op een teken van Deedee, dat zijn leven zal veranderen.
Monte Carlo is een puntgave vertelling, een aangrijpende geschiedenis over geloof, heldendom en de wil om gezien te worden.";"""sport"",""Eenzaamheid"",""Liefde""";4;;;;;
Cel;https://media.s-bol.com/OVLZRY3JMkQ/168x115.jpg;Charles den;Tex;;2008;;378;Hoe bestrijd je iemand die jouw identiteit gebruikt? Michael Bellicher is getuige van een raadselachtig auto-ongeluk met fatale afloop. Na te zijn verhoord, wordt hij tot zijn stomme verbazing aangehouden. Waarom is niet duidelijk;Michael Bellicher is getuige van een raadselachtig auto-ongeluk met fatale afloop. Na te zijn verhoord, wordt hij tot zijn stomme verbazing aangehouden. Waarom is niet duidelijk, maar de politie is ervan overtuigd dat ze hem moeten hebben. Alles wat hij zegt, lijkt zich tegen hem te keren. Hij wordt overgebracht naar een politiebureau in het Westland. Daar krijgt hij te maken met twee spijkerharde rechercheurs, een bizarre aanklacht, onontkoombaar bewijs en een advocate die hem niet gelooft . En dan moet de ellende nog beginnen. Charles den Tex (1952) won drie keer de Gouden Strop: voor Schijn van kans, De macht van meneer Miller en CEL. De macht van meneer Miller en CEL werden verfilmd als televisieserie en CEL werd ook verfilmd voor de bioscoop. ‘Een volbloed thriller, meeslepend en actueel,grappig, indringend en vooral heel spannend.’ – jury De Gouden Strop;;2;;;;;
De gelukkige klas;https://media.s-bol.com/JQZBqk9JYGDK/136x210.jpg;Theo;Thijssen;;1926;;202;Ervaringen van een leraar in een basisschool in de eerste helft van de vorige eeuw.;"De gelukkige klas is typerend voor het werk van Thijssen: een inkijkje in een ""normale"" klas in het basisonderwijs, door de ogen van de onderwijzer.
";"""school"",""ouders-en-kinderen""";2;;;;;
Kees de jongen;https://media.s-bol.com/gBEMWx4rpK9/121x210.jpg;Theo;Thijssen;;1923;;338;"Het klassieke verhaal over een doodgewone jongen die zijn alledaagse leven spannend maakt met behulp van zijn fantasie, waarin hij voortdurend '˜ontdekt' wordt.

";Kees Bakels, twaalf jaar, bijna van de basisschool af, is een doodgewone jongen die er voortdurend van droomt om heel beroemd te zijn, ontdekt te worden als heel speciaal, als zeer getalenteerd. Die fantasieën maken zijn leven in een armoedige gezinssituatie draaglijk. Zijn eerste verliefdheid geeft extra kleur aan zijn leven, al is het eigenlijk ook bepaald niet gemakkelijk om verliefd te zijn.;"""andere-plaatsen-andere-tijden"",""liefde"",""ouders-en-kinderen"",""school"",""ziekte-en-dood"",""familie"",""berust-op-werkelijkheid""";2;;;;Besproken in Literair Lexicon;
Meester Mitraillette;https://media.s-bol.com/Vgl2KLDKRWX/134x210.jpg;J. van;Toortelboom;;2014;;304;“... Vanaf de eerste bladzijde houdt het je in zijn greep. Het is prachtig, het is ontroerend, het is vertederend, alle grote thema’s zitten er in. En zo ontzettend mooi geschreven.”;"DWDD boek van de maand

Een jonge schoolmeester belandt tijdens de Eerste Wereldoorlog in de loopgraven omdat hij in zijn dorp getuige is geweest van zaken die het daglicht niet kunnen velen. Als hij deserteert om zijn geliefde te zoeken wordt hij veroordeeld tot het vuurpeloton. Vantoortelboom beschrijft met haarfijne pen hoe een jongen opgroeit en in zijn jeugd beschadigd raakt door een noodlottige gebeurtenis. Hij laat zien hoe schuldgevoelens een leven kunnen ontwrichten.";;;"Mevrouw Verberg over dit boek: 'Een ontroerend boek over de WOI. Een Vlaamse soldaat staat voor het vuurpeloton en vertelt je het verhaal van zijn leven. Over zijn liefdes, zijn werk als schoolmeester in een klein dorpje, over geheimen die hij eigenlijk niet had mogen weten en daarom in het leger belandt….'
";;;;
Dorsvloer vol confetti;https://media.s-bol.com/738w1RLWMoXr/135x210.jpg;Franca;Treur;;2010;;220;Een meisje groeit op te midden van zes broers in een streng gelovig gezin in Zeeland.;Dorsvloer vol confetti beschrijft het opgroeien van het meisje Katelijne in een boerengezin met zes zonen. Ze hoort er niet echt bij, wordt niet serieus genomen en moet de huishoudelijke klusjes doen, en opletten tijdens de preek, zodat zij namens de kinderen verslag kan doen van wat er gezegd is en dus kan demonstreren dat ze opgelet hebben. Haar pogingen om gezien te worden, op te vallen, lopen nogal eens mis.;"""de-adolescent"",""eenzaamheid"",""ouders-en-kinderen"",""vrouwenstrijd"",""berust-op-werkelijkheid""";3;;;;;
Vallen is als vliegen;https://media.s-bol.com/L84JjDqP5Kzg/131x210.jpg;Manon;Uphoff;;2020;;220;Een schrijfster maakt een crisis door: haar relatie hapert, ze schrijft niet meer. De plotselinge dood van een oudere halfzus zet haar tot nadenken. In brokken en stukken reconstrueert zij hoe zij in een ingewikkeld gezin opgroeit en vanaf een zekere leeftijd ’s nachts bezocht wordt door ‘de Minotaurus’, haar vader. Overdag is deze man een eerbare, strenge en ontwikkelde heer, ’s nachts vergrijpt hij zich aan zijn dochters. Door herinneringen te delen met twee zussen probeert de ik-figuur het beeld van de Minotaurus te vernietigen.;De tragische dood van haar oudste zus zet de ik, schrijfster Manon Uphoff, eindelijk aan tot het beschrijven van het opgroeien in het samengestelde gezin waar ze deel van uitmaakte, waar haar vader, een man die voor de buitenwereld uitermate geslaagd leek, zijn dochters en stiefdochters jarenlang misbruikte.;"""de-adolescent"",""kunst-en-kunstenaar"",""liefde"",""misdaad"",""ouders-en-kinderen"",""ziekte-en-dood"",""vrouwenstrijd"",""berust-op-werkelijkheid""";4;;;;;
Begeerte;https://media.s-bol.com/NP8Wvrm2PNK/128x210.jpg;Manon;Uphoff;;1995;;196;De verhalen zijn als geheime kamers, waar je door het sleutelgat kijkt en ziet wat niet voor je ogen bestemd is. Begeerte als verlangen, maar ook als passie, agressie, gedrevenheid en wil. Alle personages worden beheerst door de lust en pijn van hun begeerte.;"Precies vijfentwintig jaar geleden debuteerde Manon Uphoff met de verhalenbundel Begeerte. Met een daverende klap kwam ze de Nederlandse letteren binnen. De bundel werd voor maar liefst drie prijzen genomineerd: de AKO Literatuurprijs, de Anton Wachterprijs en de ECI-prijs; het titelverhaal werd bekroond met de Rabobank Lenteprijs voor literatuur.
De verhalen zijn als geheime kamers, waar je door het sleutelgat kijkt en ziet wat niet voor je ogen bestemd is. Begeerte als verlangen, maar ook als passie, agressie, gedrevenheid en wil. Alle personages worden beheerst door de lust en pijn van hun begeerte.";;4;;;;;
De dagen van bluegrassliefde;https://media.s-bol.com/wy424X8kql51/XXoqk8/131x210.jpg;Edward;Vendel;van de;1999;;148;Een jongen gaat na zijn eindexamen als jeugdleider werken in een Amerikaans zomerkamp en ontdekt dat hij verliefd is op een andere leider, een Noorse jongen.;"De achttienjarige Tycho gaat als jeugdleider werken in een Amerikaans zomerkamp. Hij wordt daar verliefd op een van zijn collega""s, Oliver, en het blijkt wederzijds. Als ze door een incident moeten vertrekken, reist Tycho mee met Oliver naar diens thuis in Noorwegen. Daar wil Tycho de relatie graag voortzetten.";"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""liefde"",""ouders-en-kinderen"",""rebellie""";3;;;;;
De pruimenpluk;https://media.s-bol.com/qxYBo1wr9r47/130x210.jpg;Dimitri;Verhulst;;2019;;151;Een cynische man die denkt niets meer van het leven te verwachten te hebben, ontmoet een aantrekkelijke weduwe..;Mattis, een oudere, cynische zwartkijker, overpeinst wat de beste manier is om een einde aan zijn leven te maken. Hij heeft niets wat, en niemand die hem aan het leven bindt. Maar dan ontmoet hij een aantrekkelijke weduwe en verandert alles. Alleen, haar overleden man was in alle opzichten geweldig!;"""eenzaamheid"",""humor"",""liefde"",""ziekte-en-dood""";3;;;;;
De helaasheid der dingen;https://media.s-bol.com/39kqOlXEDLqM/RZOkOO/131x210.jpg;Dimitri;Verhulst;;2006;;207;Een geweldig, tragi-komisch boek. Dimitri woont samen met zijn vader Pierre (Pie) en drie werkloze ooms bij zijn grootmoeder in het dorp Reetveerdegem. Dimitri's vader en zijn broers geven al hun geld uit aan gokken en zuipen. Dat is dus de omgeving waarin Dimitri opgroeit.;Een volwassen man die tegen zijn zin in vader is geworden, kijkt terug op zijn jeugd waarin hij opgroeide in een asociale familie bij zijn drankzuchtige vader en ooms. Zijn oma was de enige die nog echt aandacht voor hem had. Om van De helaasheid der dingen te kunnen genieten hoef je geen alcoholist te zijn, maar het helpt wel.;"""eenzaamheid"",""liefde"",""op-zoek-naar-je-wortels"",""ouders-en-kinderen"",""rebellie"",""school"",""berust-op-werkelijkheid""";3;;;https://www.volkskrant.nl/cultuur-media/geen-einstein-te-bekennen-in-reetveerdegem~b8558a26/;;
De laatkomer;https://media.s-bol.com/rmLVJkoR7llw/L819QNw/131x210.jpg;Dimitri;Verhulst;;2013;;144;Om zich alsnog te kunnen verzoenen met zijn leven, verlaat Désiré Cordier het pad zoals dat richting graf voor hem was uitgestippeld. Hij neemt wraak op zijn matte, liefdeloze burgermansbestaan door te doen alsof hij dementeert.;Om zich alsnog te kunnen verzoenen met zijn leven, verlaat Désiré Cordier het pad zoals dat richting graf voor hem was uitgestippeld. Hij neemt wraak op zijn matte, liefdeloze burgermansbestaan door te doen alsof hij dementeert. Zijn gevoel van eigenwaarde, dat door zijn huwelijk was aangetast, wint hij terug als hij op een heuglijke dag, gezond en wel, in een tehuis voor seniele bejaarden wordt geplaatst. Hij belazert de kluit op virtuoze wijze door zich voor te doen als demente en incontinente grijsaard die op zijn einde afstevent. De rol van zijn leven, en die wordt nóg veelbelovender als er opeens een demente jeugdliefde in het tehuis opduikt. Dimitri Verhulst wordt gerekend tot de beste schrijvers van Vlaanderen en Nederland. Hij debuteerde in 1999 en schreef sedertdien onophoudelijk romans, novellen, poëzie en toneel. Zijn werk verschijnt in meer dan 20 talen over de hele wereld. Met de klassieker De helaasheid der dingen won hij de Gouden Uil Publieksprijs. De Engelse editie ervan werd door The Irish Times uitgeroepen tot een van de beste boeken van 2012. In 2009 won hij de Libris Literatuurprijs voor Godverdomse dagen op een godverdomse bol.;;3;;;;;
Quarantaine;https://media.s-bol.com/KZq19ZXAMvjG/133x210.jpg;Wytske;Versteeg;;2015;;173;Een ebola-achtige ziekte breekt uit in ons land. Een van de weinige overlevenden is een cynische cosmetisch chirurg, een man die iedereen haat of veracht. Tot hij de jonge, mysterieuze Maria tegenkomt'¦;"Tomas is in zijn jeugd lichamelijk en geestelijk misvormd geraakt. Hij is een succesvol cosmetisch chirurg geworden, maar haat zijn werk, en zijn vrouw, en eigenlijk alle mensen. Dan breekt er een ebola-achtige ziekte uit in Nederland en Tomas is een van de weinige overlevenden. In een stilgevallen wereld, zonder alles wat ons normale leven gemakkelijk maakt, overdenkt hij zijn bestaan, en vooral zijn relatie met de mysterieuze Maria, een jonge vrouw die hij ontmoet heeft vlak voor de ziekte uitbrak.
";"""de-adolescent"",""eenzaamheid"",""liefde"",""ouders-en-kinderen"",""ziekte-en-dood""";3;;;;;
Ivoren wachters;https://media.s-bol.com/YY57Wq1o12Yp/GwoJq8/133x210.jpg;Simon;Vestdijk;;1951;;200;Een erg intelligente en ietwat arrogante jongen botst met de nieuwe leraar Nederlands maar nog veel heviger met zijn oom, zijn opvoeder.;"
Philip wordt opgevoed door zijn oom en kort gehouden door hem. Als Philip door eigen toedoen weer eens zijn gebit beschadigd heeft, weigert zijn oom de tandartsrekening te voldoen. Dat leidt tot een knallende ruzie; eerder was hij al in conflict gekomen met zijn nieuwe leraar Nederlands. Wat dan volgt in deze klassieke roman van Vestdijk, is een tragische reeks gebeurtenissen, met alleen maar verliezers.";"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""kunst-en-kunstenaar"",""liefde"",""misdaad"",""ouders-en-kinderen"",""rebellie"",""school"",""ziekte-en-dood"",""vrouwenstrijd""";3;;;;Besproken in Literair Lexicon / Uittr. Pocket;
De koperen tuin;https://media.s-bol.com/mZZJ7kg2En7E/132x210.jpg;Simon;Vestdijk;;1950;;278;Nol Rieske, een achtjarig jongetje, danst op een dag met een meisje, Trix, in de muziektent op de maat van muziek die een orkest speelt onder leiding van de dirigent Henri Cuperus. Nol wordt verliefd op Trix. Zij blijkt de dochter van de dirigent te zijn. Nol raakt ook gefascineerd door muziek en gaat op pianoles bij Cuperus.;"Door het boek heen volgen we de muzikale ontwikkeling van Nol en de liefdesgeschiedenis met Trix. De verteller schrijft over de plaatsen van zijn jeugd en het magische van de kindertijd. Er wordt innemend geschreven over de rol van klassieke muziek in het leven van de jonge Nol en hoe paradijselijk het is om voor het eerst verliefd te worden.
Later in de roman is Nol medicijnen gaan studeren en krijgt hij te horen dat de moeder van Trix is overleden. Ook met haar vader is het bergafwaarts gegaan. Nol zoekt haar niet op; ze blijkt een verhouding met Wubbo Vellinga te hebben gehad. Pas later, als zijn eigen moeder op sterven ligt, komt hij Trix weer onder ogen. Zal Nol Trix ondanks haar tekortkomingen kunnen vergeven?";;5;;;;;
Pastorale 1943;https://media.s-bol.com/rmLV1B9NllYw/132x210.jpg;Simon;Vestdijk;;1948;;477;Pastorale 1943 is een verbluffend rijk boek, dat meer dan welke andere roman ook een eerlijk beeld geeft van Nederlanders en Duitsers in een tijd waarover ons nu mythen over mythen worden wijsgemaakt.';Pastorale 1943 is een verbluffend rijk boek, dat meer dan welke andere roman ook een eerlijk beeld geeft van Nederlanders en Duitsers in een tijd waarover ons nu mythen over mythen worden wijsgemaakt.';;4;;;;;
Terug tot Ina Damman;https://media.s-bol.com/X0GL2gzBl6VV/3ZG3DA/132x210.jpg;Simon;Vestdijk;;1934;;224;De hele puberteit van Anton Wachter wordt beheerst door zijn liefdesgevoelens voor medescholier Ina Damman – gevoelens die uitgroeien tot een allesbeheersende, onmogelijke jeugdliefde.;Terug tot Ina Damman (1934), de bekendste roman uit de Anton Wach¬ter-serie, opent met Antons eerste dagen op de hbs, ‘het moeilijkste wat er bestond’. Hij is een intelligente maar wereldvreemde jongen en wordt op school dan ook niet geaccepteerd. Als verweer tegen zijn eenzaamheid en het gepest van zijn klasgenoten zoekt hij zijn heil in hard werken, zodat hij de beste van zijn klas wordt en blijft, zonder dat dit hem echter voldoening schenkt. Geleidelijk krijgt hij vrienden, zijn leven wordt dragelijker, maar zijn hele puberteit wordt beheerst door zijn liefdesgevoelens voor medescholier Ina Damman – gevoelens die uitgroeien tot een allesbeheersende, onmogelijke jeugdliefde.;;4;;;;Besproken in Literair Lexicon / Literatuurboek;
De kellner en de levenden;https://media.s-bol.com/JVgMOOgywYv/134x210.jpg;Simon;Vestdijk;;1949;;284;Elf bewoners en één bezoeker van een ogenschijnlijk willekeurig flatgebouw worden op een avond zonder veel plichtplegingen door de politie opgepakt en meegevoerd naar de plaatselijke bioscoop. Daarna vinden gebeurtenissen plaats die de twaalf op drie manieren wisselend in de tijd proberen te duiden:;Niemand weet wat er aan de hand is en waar ze naar toe gaan. Toch stappen ze in de bus die voor hen klaar staat. De bus leidt hen naar een bioscoop waar mensen met witte armbanden proberen de groep, samen met vele andere groepen mensen, in goede banen te leiden. Met behulp van aan hen uitgereikte kaarten moeten zij de weg vinden naar de plek waar ze zich moeten melden. De groep gaat op weg met de mededeling dat zij niet met andere groepen mogen praten. Het blijkt een enorm doolhof te zijn en de groep wordt steeds argwanender. De hulpposten onderweg helpen de mensen op de goede weg, maar laten ook niets los over de reden van dit… ja.. deze reclamestunt, deze vergissing, deze droom?;;4;;;;;
De reünie;https://media.s-bol.com/31N4VvGE6pRR/kZRrwWr/134x210.jpg;Simone van der;Vlugt;;2004;;336;Een intrigerende psychologische thriller over een jonge vrouw op zoek naar haar verleden en identiteit.;De aankondiging van een middelbare-schoolreünie zet Sabines leven plotseling op zijn kop. Het rakelt een belangrijke gebeurtenis uit haar jeugd op: de verdwijning van haar klasgenoot Isabel. Ooit waren zij hartsvriendinnen, maar toen Isabel zich ontpopte tot het populairste meisje van de school liet zij Sabine plotseling links liggen. En dat was niet het enige wat Isabel haar aandeed Toch voelt Sabine zich enorm schuldig, misschien zou Isabel nooit verdwenen zijn als Sabine met Isabel mee naar huis was gefietst die bewuste dag Nu, tien jaar later, is er nog steeds dat knagende schuldgevoel en komen er steeds meer flarden van herinneringen aan die tijd terug. Ze begint te wroeten in het verleden en komt steeds dichter bij het ware, angstaanjagende verhaal van Isabels verdwijning. De reünie is een razendspannende literaire thriller die intrigerende themas aanboort als verdringing van traumatische gebeurtenissen, concurrentiestrijd tussen pubers maar ook tussen collegas, de liefde, maar bovenal ook: vriendschap.;;1;;;;;
Blauw water;https://media.s-bol.com/Nxqxg88oDOYN/136x210.jpg;Simone van der;Vlugt;;2008;;219;Als Lisa in haar achtertuin de was staat op te hangen staat er ineens een ontsnapte tbs’er voor haar neus. Vluchten is geen optie omdat ze het leven van haar zesjarige dochter Anouk niet in gevaar wil brengen.;"Wat volgt is een angstaanjagende en zenuwslopende week waarin moeder en dochter gegijzeld worden in hun eigen huis. Lisa zal moeten proberen het vertrouwen van de man te winnen. Tijdens de gesprekken die ze met hem voert vertelt zij hem steeds meer over haar eigen verleden. Maar vertelt zij hem wel de waarheid?

Senta is journaliste en verdwaald met haar auto. De opkomende mist maakt het er al helemaal niet overzichtelijker op. Als ze besluit aan te bellen bij een dijkhuisje, wordt er niet opengedaan. Ze loopt om het huis heen en ziet tot haar schrik dat daarbinnen een vrouw met een mes wordt bedreigd. Ze vlucht, maar terwijl ze op zoek gaat naar hulp overkomt haar iets vreselijks…";;2;;;;;
De moeder van Nicolien;https://media.s-bol.com/NN13EW7Kl1p/129x210.jpg;Han;Voskuil;;1999;;187;Een man en zijn vrouw hebben de zorg voor haar dementerende moeder.;De moeder van Nicolien is een korte bewerking van die stukken uit Het Bureau, waarin de moeder van Nicolien, de vrouw van hoofdpersoon Maarten Koning, centraal staat. Omdat de hele romancyclus een groot aantal jaren bestrijkt, maken we haar daarin mee als een sterke vrouw die langzaam aftakelt, dementeert en sterft. Die stukken zijn hier dus bijeengezet en leveren een aangrijpend verhaal op over aftakeling en liefdevolle verzorging.;"""eenzaamheid"",""liefde"",""ouders-en-kinderen"",""psychische-gestoordheid"",""rebellie"",""ziekte-en-dood"",""vrouwenstrijd"",""berust-op-werkelijkheid""";2;;;;;
Alleen maar nette mensen;https://media.s-bol.com/J2k9vmE4n4L2/LK2ZNv/131x210.jpg;Robert;Vuijsje;;2009;;286;In 'Alleen maar nette mensen' gaat de hoofdpersoon David op zoek naar zijn eigen identiteit en de ware liefde.;"Alleen maar nette mensen riep enorme discussies op, het regende ingezonden brieven in zo ongeveer alle kranten, in talkshows vlogen mensen elkaar in de haren en dat allemaal omdat het boek racistisch en seksistisch zou zijn.
De hoofdpersoon is David, joods, afkomstig uit ""de betere kringen"". Hij heeft een ietwat Marokkaans uiterlijk en voelt zich onder andere daardoor nergens echt thuis. Terwijl zijn vrienden al zijn gaan studeren na hun eindexamen weet hij nog steeds niet wat te doen. Zijn verkering met het lieve meisje Naomi is een beetje ""saai"" geworden, de spanning is eraf. David gaat op zoek naar zijn ideale vrouw, een ""intellectuele negerin"": een vrouw met een wulps lichaam, grote borsten en veel ""bil"", maar ook met hersens.
Racistisch? Seksistisch? Lees en oordeel zelf maar!!
";"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""ouders-en-kinderen"",""rebellie"",""vrouwenstrijd"",""berust-op-werkelijkheid""";3;;;https://www.volkskrant.nl/nieuws-achtergrond/alleen-maar-nette-mensen~bd7e0865/;;
Kalle: De memoires van Abel Sikkink Deel 2;https://media.s-bol.com/q5roVzKBQEVr/q1065r/136x210.jpg;Bert;Wagendorp;;2023;;400;De Amerikaanse Burgeroorlog is losgebarsten en Abel Sikkink en zijn beste vriend Kalle komen aan in Cairo, Illinois. Met hun fotowagen trekken de twee jongemannen door het Westen van Amerika om de gruwelijke gebeurtenissen aan het front vast te leggen in krantenverhalen en foto’s.;De Amerikaanse Burgeroorlog is losgebarsten en Abel Sikkink en zijn beste vriend Kalle komen aan in Cairo, Illinois. Met hun fotowagen trekken de twee jongemannen door het Westen van Amerika om de gruwelijke gebeurtenissen aan het front vast te leggen in krantenverhalen en foto’s. Intussen blijft Abel zoeken naar de waarheid achter de ramp met het vergane schip Phoenix en wordt het lot van zijn vermeende dode broertje Antonie steeds raadselachtiger. In het tweede deel van 'De memoires van Abel Sikkink' neemt Bert Wagendorp je weer mee in het kolkende levensverhaal van een journalist in de negentiende eeuw. Oude bekenden als dichter Walt Whitman en krantentycoon James Gordon Bennett keren terug tegen de achtergrond van een verscheurd Amerika en de glamour van de New Yorkse theaterwereld.;;4;;;;;
De proloog;https://media.s-bol.com/j8218x6Q980v/134x210.jpg;Bert;Wagendorp;;2013;;128;"De favoriet voor de proloog van de Tour de France kan niet slapen. Het maalt in zijn hoofd en angst knijpt zijn keel dicht. 
";De favoriet voor de proloog van de Tour de France kan niet slapen. Het maalt in zijn hoofd en angst knijpt zijn keel dicht. Naast hem ligt Van Sprundel, de Brabantse meesterknecht. In De Proloog laat Bert Wagendorp de binnenkant zien van het wielrennen, de mooiste sport op aarde, maar ook de hardste en meest genadeloze. De Proloog vormt met De Renner van Tim Krabbé en Van Santander naar Santander van Peter Winnen het klassieke trio in de Nederlandse wielerliteratuur.;"""sport""";2;;;;;
